latitude,longitude,energy,wavelength
60.0,200.0,12.627262500645944,1050.0
60.0,210.0,-25.50916440864792,1050.0
60.0,220.0,-20.033506542241486,1050.0
60.0,230.0,4.5516161351298035,1050.0
60.0,240.0,16.938338707061412,1050.0
60.0,250.0,-7.909179351494591,1050.0
60.0,260.0,25.763581220129197,1050.0
60.0,270.0,-5.259975640024059,1050.0
60.0,280.0,8.337801634316826,1050.0
60.0,290.0,2.6363317563727637,1050.0
60.0,300.0,-26.1794641052063,1050.0
60.0,310.0,-6.842254751042965,1050.0
60.0,320.0,5.445368851994285,1050.0
60.0,330.0,40.702248754092395,1050.0
60.0,340.0,22.49166882039836,1050.0
60.0,350.0,16.711242976636836,1050.0
70.0,0.0,-81.51866525640084,1050.0
70.0,10.0,-48.92632451365315,1050.0
70.0,20.0,103.97913991861188,1050.0
70.0,30.0,-4.428158473786003,1050.0
70.0,40.0,70.0413472573776,1050.0
70.0,50.0,40.48525192273162,1050.0
70.0,60.0,-94.1201795454939,1050.0
70.0,70.0,86.03792046634693,1050.0
70.0,80.0,-31.94438977062487,1050.0
70.0,90.0,-57.16458350195445,1050.0
70.0,100.0,82.3592232970071,1050.0
70.0,110.0,-74.42178112830089,1050.0
70.0,120.0,-88.23377564120771,1050.0
70.0,130.0,84.9895651202661,1050.0
70.0,140.0,8.491808049145865,1050.0
70.0,150.0,-51.074483534761725,1050.0
70.0,160.0,12.094234986558506,1050.0
70.0,170.0,1.6957136854407913,1050.0
70.0,180.0,49.36396697354036,1050.0
70.0,190.0,5.331818465837491,1050.0
70.0,200.0,-43.357236411876784,1050.0
70.0,210.0,0.3614814483346205,1050.0
70.0,220.0,-5.702558460207687,1050.0
70.0,230.0,-0.025473274892999952,1050.0
70.0,240.0,-0.025473274892999952,1050.0
70.0,250.0,-0.025473274892999952,1050.0
70.0,260.0,-0.025473274892999952,1050.0
70.0,270.0,-0.025473274892999952,1050.0
70.0,280.0,-0.025473274892999952,1050.0
70.0,290.0,-0.025473274892999952,1050.0
70.0,300.0,-0.025473274892999952,1050.0
70.0,310.0,0.08966496796246813,1050.0
70.0,320.0,14.452903094431637,1050.0
70.0,330.0,-2.068498762548538,1050.0
70.0,340.0,-4.289271755482736,1050.0
70.0,350.0,2.544052464657018,1050.0
80.0,0.0,-11.854995347261502,1050.0
80.0,10.0,-12.196181226835925,1050.0
80.0,20.0,12.287734792498599,1050.0
80.0,30.0,40.364631171195555,1050.0
80.0,40.0,-25.60857364799569,1050.0
80.0,50.0,16.99791997927249,1050.0
80.0,60.0,-22.190124930346897,1050.0
80.0,70.0,23.273668859646364,1050.0
80.0,80.0,6.400823758602261,1050.0
80.0,90.0,11.880353140897945,1050.0
80.0,100.0,11.730836501549234,1050.0
